Title,year,SJR,h-index,avg_citations
Journal of Applied Econometrics,2004,2.544,81,1.12
International Economic Review,2004,2.539,74,1.04
Accounting Review,2004,2.505,125,2.93
Journal of Economics and Management Strategy,2004,2.423,58,1.53
Journal of Public Economics,2004,2.417,115,1.3
Economic Geography,2004,2.362,71,3.53
Journal of Law and Economics,2004,2.273,71,1.6
Journal of Risk and Uncertainty,2004,2.221,62,1.56
Journal of Human Resources,2004,2.221,86,1.32
Journal of Financial Intermediation,2004,2.19,63,1.29
Journal of Development of Economics,2004,2.16,115,1.21
Journal of International Business Studies,2004,2.061,156,2.29
Journal of the Academy of Marketing Science,2004,2.043,139,3.81
Oxford Bulletin of Economics and Statistics,2004,2.037,61,0.67
Financial Analysts Journal,2004,1.995,66,0.88
Journal of Industrial Economics,2004,1.983,67,1.57
Journal of Management,2004,1.851,176,2.29
Journal of the European Economic Association,2004,1.829,71,0.92
Land Economics,2004,1.805,73,1.39
Journal of Common Market Studies,2004,1.798,76,2.36
Mathematical Finance,2004,1.794,65,2.12
Journal of Urban Economics,2004,1.787,89,1.29
Review of Economic Dynamics,2004,1.763,52,0.78
Economy and Society,2004,1.755,78,1.74
Scandinavian Actuarial Journal,2004,1.748,30,1.08
Structural Equation Modeling,2004,1.733,79,1.87
Journal of Corporate Finance,2004,1.71,77,0.69
World Development,2004,1.673,140,2.03
International Journal of Electronic Commerce,2004,1.619,70,2.17
Journal of Environmental Economics and Management,2004,1.61,101,1.59
National Tax Journal,2004,1.605,49,0.88
Games and Economic Behavior,2004,1.586,79,0.53
"Journal of Money, Credit and Banking",2004,1.575,91,0.95
Journal of International Money and Finance,2004,1.571,77,1.03
Canadian Journal of Economics,2004,1.563,58,0.64
Journal of Comparative Economics,2004,1.558,69,1.19
Journal of Supply Chain Management,2004,1.516,71,1.46
"Journal of Law, Economics, and Organization",2004,1.482,60,1.28
Regional Science and Urban Economics,2004,1.448,63,1.06
Journal of Banking and Finance,2004,1.397,126,1.25
Social Choice and Welfare,2004,1.382,42,0.53
Journal of Transport Economics and Policy,2004,1.377,46,0.76
Economica,2004,1.375,54,0.98
North American Journal of Economics and Finance,2004,1.295,29,0.59
Real Estate Economics,2004,1.291,52,0.94
Review of Derivatives Research,2004,1.287,24,1.22
International Journal of Production Economics,2004,1.262,141,1.35
Post-Soviet Affairs,2004,1.253,36,1.32
Energy Journal,2004,1.252,64,1.26
Scandinavian Journal of Economics,2004,1.235,55,0.77
American Journal of Agricultural Economics,2004,1.224,90,0.95
Ecological Economics,2004,1.216,161,1.64
Insurance: Mathematics and Economics,2004,1.2,62,0.87
Macroeconomic Dynamics,2004,1.193,39,0.73
Journal of Economic Behavior and Organization,2004,1.19,94,0.96
World Bank Research Observer,2004,1.183,55,1.36
International Finance,2004,1.167,34,0.64
Labour Economics,2004,1.165,60,0.51
Journal of Industrial Ecology,2004,1.159,80,1.96
Journal of Real Estate Finance and Economics,2004,1.148,53,0.85
Journal of Productivity Analysis,2004,1.126,61,0.95
Journal of Empirical Finance,2004,1.085,63,1.04
Economic Theory,2004,1.078,49,0.41
Journal of Economic Dynamics and Control,2004,1.069,75,0.69
Journal of Agricultural and Resource Economics,2004,1.066,40,0.48
Harvard Business Review,2004,1.06,154,1.79
Contemporary Accounting Research,2004,1.043,77,1.23
Resources and Energy Economics,2004,1.043,57,1.05
Oxford Economic Papers,2004,1.031,60,0.88
"Resources, Conservation and Recycling",2004,1.02,94,1.14
Review of International Political Economy,2004,1.01,56,1.67
Journal of Financial Services Research,2004,1.0,44,0.67
Econometric Reviews,2004,0.994,36,0.17
World Economy,2004,0.982,58,1.22
Quantitative Finance,2004,0.955,56,1.17
"Work, Employment and Society",2004,0.941,64,1.27
Journal of Economic Surveys,2004,0.941,76,0.94
Review of World Economics,2004,0.92,44,0.68
Scottish Journal of Political Economy,2004,0.917,42,0.79
Journal of World Business,2004,0.903,87,1.51
"Journal of the Royal Statistical Society. Series A, (Statistics in Society)",2004,0.892,67,1.04
European Journal of Political Economy,2004,0.888,65,0.69
Economics of Transition,2004,0.871,44,0.95
Journal of Portfolio Management,2004,0.87,42,0.42
Topics in Macroeconomics,2004,0.859,13,0.43
Economic Inquiry,2004,0.85,61,0.82
European Review of Agricultural Economics,2004,0.848,50,0.86
Environmental and Resource Economics,2004,0.843,77,0.86
North American Actuarial Journal,2004,0.835,38,0.63
Tijdschrift voor Economische en Sociale Geografie,2004,0.83,45,0.93
Journal of Economic History,2004,0.821,50,0.97
Economics Letters,2004,0.819,77,0.52
Marine Policy,2004,0.809,73,0.75
Food Policy,2004,0.808,76,0.78
Energy Economics,2004,0.802,109,0.66
ASTIN Bulletin,2004,0.795,35,0.47
Economic History Review,2004,0.791,41,0.84
Computational Economics,2004,0.771,33,0.75
European Financial Management,2004,0.771,51,0.66
International Journal of Finance and Economics,2004,0.75,33,0.4
Oxford Review of Economic Policy,2004,0.743,73,1.54
Entrepreneurship and Regional Development,2004,0.741,69,1.21
Explorations in Economic History,2004,0.738,36,0.5
Europe-Asia Studies,2004,0.736,47,0.9
Journal of Cultural Economics,2004,0.736,34,1.18
Journal of Population Economics,2004,0.707,63,0.99
Conflict Management and Peace Science,2004,0.689,32,0.24
Economic Development and Cultural Change,2004,0.688,59,0.65
Management Accounting Research,2004,0.686,72,0.78
Economics of Education Review,2004,0.686,65,0.63
Journal of Financial Research,2004,0.681,41,0.57
Small Business Economics,2004,0.676,98,0.89
China Economic Review,2004,0.671,56,0.81
Journal of Evolutionary Economics,2004,0.67,61,0.98
Journal of Housing Economics,2004,0.668,41,0.74
Economics and Politics,2004,0.663,37,0.41
Eurasian Geography and Economics,2004,0.661,36,0.98
International Journal of Game Theory,2004,0.658,37,0.42
European Review of Economic History,2004,0.645,29,0.69
Review of Income and Wealth,2004,0.641,47,0.56
Journal of Economic Psychology,2004,0.64,77,0.73
Nonlinear Analysis: Real World Applications,2004,0.64,69,0.58
Agricultural Economics,2004,0.639,63,0.89
Marketing Letters,2004,0.635,55,0.64
Contributions to Theoretical Economics,2004,0.634,8,0.25
Journal of Consumer Affairs,2004,0.629,49,0.45
Longe Range Planning,2004,0.62,81,1.18
Journal of International Management,2004,0.619,56,0.96
International Journal of Business Communication,2004,0.616,44,0.82
Agricultural Finance Review,2004,0.611,18,0.68
Auditing,2004,0.6,58,0.77
Business Ethics Quarterly,2004,0.6,57,0.76
International Tax and Public Finance,2004,0.588,43,0.55
International Marketing Review,2004,0.583,71,1.0
Journal of Public Economic Theory,2004,0.581,28,0.69
Business Ethics,2004,0.58,21,0.0
Local Economy,2004,0.577,30,0.57
"Accounting, Auditing and Accountability Journal",2004,0.57,76,1.55
Critical Perspectives on Accounting,2004,0.568,52,0.83
Journal of Family and Economic Issues,2004,0.564,38,0.5
Public Choice,2004,0.562,65,0.47
Journal of Mathematical Economics,2004,0.561,35,0.36
Journal of International Marketing,2004,0.551,73,0.89
Journal of Regulatory Economics,2004,0.551,48,0.78
Journal of Risk and Insurance,2004,0.548,53,0.57
Defence and Peace Economics,2004,0.548,31,0.66
Empirical Economics,2004,0.545,45,0.57
International Business Review,2004,0.539,73,1.3
Pulp and Paper Canada,2004,0.537,26,0.28
Socio-Economic Planning Sciences,2004,0.535,41,0.45
Journal of Futures Markets,2004,0.532,45,0.5
Manchester School,2004,0.531,34,0.57
Advances in Economic Analysis and Policy,2004,0.524,17,0.83
Science Technology and Human Values,2004,0.523,61,1.32
Contributions to Macroeconomics,2004,0.519,10,0.67
Forest Policy and Economics,2004,0.511,54,0.66
Decisions in Economics and Finance,2004,0.505,12,0.71
Financial Review,2004,0.502,37,0.44
Economic Systems,2004,0.496,29,0.59
Journal of Consumer Policy,2004,0.496,34,0.56
Journal of Asian Economics,2004,0.495,37,0.58
Pacific Basin Finance Journal,2004,0.49,43,0.45
Australian Journal of Agricultural and Resource Economics,2004,0.487,41,0.77
German Economic Review,2004,0.477,28,0.6
Review of Industrial Organization,2004,0.476,49,0.56
Agribusiness,2004,0.47,36,0.55
Pacific Rim Property Research Journal,2004,0.469,13,0.33
Information Economics and Policy,2004,0.467,43,1.21
Journal of the Japanese and International Economies,2004,0.462,34,0.58
Kyklos,2004,0.459,51,0.79
Southern Economic Journal,2004,0.458,47,0.42
Journal of African Economies,2004,0.457,37,0.37
Cambridge Journal of Economics,2004,0.451,70,0.93
Review of Finance,2004,0.45,43,0.14
Asian-Pacific Economic Literature,2004,0.448,18,0.55
Environment and Development Economics,2004,0.445,52,0.48
Journal of Property Investment and Finance,2004,0.442,28,0.33
Economic Systems Research,2004,0.441,45,0.43
"Financial Markets, Institutions and Instruments",2004,0.439,19,0.44
International Journal of Health Care Finance and Economics,2004,0.438,24,0.38
Economic Record,2004,0.435,37,0.49
Feminist Economics,2004,0.432,45,0.78
Journal of Business Ethics,2004,0.431,132,0.78
Journal of Public Policy and Marketing,2004,0.422,60,0.95
Journal of Economic Education,2004,0.419,41,0.29
Review of Economic Design,2004,0.412,21,0.28
Journal of Agricultural Economics,2004,0.412,50,0.5
AgBioForum,2004,0.411,38,0.76
Maritime Economics and Logistics,2004,0.405,39,0.46
Bulletin of Economic Research,2004,0.404,24,0.86
Asia Pacific Journal of Management,2004,0.398,60,0.72
Journal of Consumer Culture,2004,0.397,45,0.47
International Journal of Market Research,2004,0.396,43,0.44
South African Journal of Economics,2004,0.389,24,0.55
Journal of the American Taxation Association,2004,0.386,15,0.33
Japan and the World Economy,2004,0.382,28,0.45
Zeitschrift für Wirtschaftsgeographie,2004,0.38,14,0.29
Experimental Economics,2004,0.38,42,0.44
Journal of International Financial Management and Accounting,2004,0.378,30,0.75
Applied Economics,2004,0.377,67,0.38
Journal of Sports Economics,2004,0.377,36,0.35
Internet Research,2004,0.376,68,0.85
Canadian Journal of Agricultural Economics,2004,0.374,30,0.24
Economic Development Quarterly,2004,0.373,40,0.62
"Journal of International Financial Markets, Institutions and Money",2004,0.372,42,0.65
History of Political Economy,2004,0.364,25,0.49
Emerging Markets Review,2004,0.363,39,0.61
Journal of Economics/ Zeitschrift für Nationalokonomie,2004,0.36,26,0.25
Journal of Business Finance and Accounting,2004,0.358,60,0.44
Journal of Macroeconomics,2004,0.356,37,0.24
Bulletin of Indonesian Economic Studies,2004,0.354,27,0.91
World Trade Review,2004,0.354,25,0.5
Review of Austrian Economics,2004,0.351,28,0.43
Venture Capital,2004,0.34,39,0.74
Studies in Nonlinear Dynamics and Econometrics,2004,0.338,25,0.36
Journal of Economic Issues,2004,0.336,36,0.57
Contemporary Economic Policy,2004,0.335,41,0.44
Post-Communist Economies,2004,0.333,22,0.36
Australian Economic History Review,2004,0.332,13,0.0
Education Economics,2004,0.332,27,0.33
Fiscal Studies,2004,0.329,34,0.68
Journal of Multinational Financial Management,2004,0.327,34,0.28
Journal of Derivatives,2004,0.326,39,0.45
Marine Resource Economics,2004,0.322,37,0.48
International Journal of Accounting Information Systems,2004,0.322,42,0.47
Journal of Post Keynesian Economics,2004,0.319,34,0.47
GENEVA Risk and Insurance Review,2004,0.316,17,0.33
Finance and Development,2004,0.312,28,0.53
Journal of Policy Modeling,2004,0.307,40,0.29
National Institute Economic Review,2004,0.307,27,0.37
Constitutional Political Economy,2004,0.306,23,0.63
Courrier des Pays de l'Est,2004,0.303,4,0.16
Journal of Media Economics,2004,0.303,26,0.37
Topics in Economic Analysis and Policy,2004,0.3,13,0.17
Journal of Advanced Transportation,2004,0.299,31,0.42
Australian Economic Review,2004,0.299,25,0.5
Journal of Economics and Business,2004,0.293,43,0.38
Applied Health Economics and Health Policy,2004,0.289,30,0.6
De Economist,2004,0.288,25,0.45
Economic and Social Review,2004,0.285,22,0.08
Engineering Economist,2004,0.283,28,0.47
International Journal of Accounting,2004,0.274,45,0.29
"Journal of Accounting, Auditing and Finance",2004,0.273,38,0.24
Trimestre Economico,2004,0.271,9,0.15
Review of Political Economy,2004,0.27,22,0.37
Open Economies Review,2004,0.268,27,0.4
Applied Economics Letters,2004,0.267,39,0.19
European Journal of Health Economics,2004,0.264,42,1.0
Family Business Review,2004,0.263,80,0.89
Quarterly Review of Economics and Finance,2004,0.262,42,0.45
Economics of Governance,2004,0.261,21,0.65
Space Policy,2004,0.261,18,0.39
European Journal of Law and Economics,2004,0.258,24,0.4
Resources Policy,2004,0.257,50,0.16
Eastern European Economics,2004,0.253,17,0.28
Revue de l'OFCE,2004,0.253,12,0.17
Berichte uber Landwirtschaft,2004,0.252,10,0.22
Economic Modelling,2004,0.252,50,0.38
Economic Notes,2004,0.25,17,0.28
Review of Social Economy,2004,0.25,27,0.42
Theory and Decision,2004,0.247,30,0.24
China Information,2004,0.244,19,0.13
Agrekon,2004,0.244,19,0.21
Contributions to Political Economy,2004,0.243,15,0.0
International Journal of Theoretical and Applied Finance,2004,0.243,25,0.39
Journal of Economic Methodology,2004,0.241,26,0.56
International Review of Law and Economics,2004,0.239,37,0.48
Annals of Public and Cooperative Economics,2004,0.238,29,0.33
Managerial Auditing Journal,2004,0.237,43,0.41
International Journal of Social Economics,2004,0.236,32,0.16
Economics of Planning,2004,0.235,15,0.0
International Journal of Agricultural Sustainability,2004,0.234,29,0.46
Jahrbucher für Nationalokonomie und Statistik,2004,0.232,17,0.2
Journal of World Trade,2004,0.231,29,0.41
International Review of Economics and Finance,2004,0.231,38,0.27
Business and Professional Communication Quarterly,2004,0.229,28,0.37
Review of Radical Political Economics,2004,0.228,23,0.14
Journal of Institutional and Theoretical Economics,2004,0.227,30,0.22
International Journal of Consumer Studies,2004,0.226,50,0.27
Journal of Financial Counseling and Planning,2004,0.226,29,0.18
Journal of Behavioral and Experimental Economics,2004,0.225,48,0.32
Emerging Markets Finance and Trade,2004,0.224,24,0.24
International Review of Applied Economics,2004,0.223,31,0.42
International Trade Journal,2004,0.22,15,0.02
Politicka Ekonomie,2004,0.218,14,0.25
Annals of Economics and Finance,2004,0.218,19,0.19
Public Budgeting and Finance,2004,0.217,20,0.21
Applied Financial Economics,2004,0.212,44,0.23
Journal of International Economic Law,2004,0.211,41,0.42
Geneva Papers on Risk and Insurance: Issues and Practice,2004,0.21,25,0.21
Journal of Real Estate Portfolio Management,2004,0.207,15,0.24
Research in Healthcare Financial Management,2004,0.207,8,0.5
Environmental Economics and Policy Studies,2004,0.206,15,0.2
Review of Financial Economics,2004,0.206,32,0.35
Global Finance Journal,2004,0.206,26,0.31
Journal of Real Estate Literature,2004,0.204,14,0.33
"Politics, Philosophy and Economics",2004,0.203,16,0.93
Asia-Pacific Financial Markets,2004,0.201,18,0.21
Agricultural History Review,2004,0.199,17,0.5
Foresight,2004,0.199,24,0.12
"Journal of International Accounting, Auditing and Taxation",2004,0.198,33,0.15
Journal of Pension Economics and Finance,2004,0.197,22,0.79
New Zealand Economic Papers,2004,0.197,10,0.18
Indian Journal of Labour Economics,2004,0.197,10,0.21
Cato Journal,2004,0.194,26,0.77
International Journal on Hydropower and Dams,2004,0.191,14,0.08
"Travail, Genre et Societe",2004,0.191,12,0.15
Structural Change and Economic Dynamics,2004,0.191,38,0.37
Journal of Financial Regulation and Compliance,2004,0.19,14,0.15
Journal of Hospitality Financial Management,2004,0.189,8,0.4
Ekonomicky Casopis,2004,0.188,14,0.16
International Review of Financial Analysis,2004,0.187,38,0.29
International Social Security Review,2004,0.187,21,0.52
Social Marketing Quarterly,2004,0.185,21,0.3
Journal of Corporate Real Estate,2004,0.183,19,0.44
Review of Accounting and Finance,2004,0.183,14,0.11
Public Finance Review,2004,0.182,26,0.18
Developing Economies,2004,0.181,21,0.39
American Journal of Economics and Sociology,2004,0.177,31,0.31
Metroeconomica,2004,0.177,23,0.22
Journal of European Economic History,2004,0.177,3,0.0
Revue d'Etudes Comparatives Est-Ouest,2004,0.173,8,0.11
Research in Economics,2004,0.171,22,0.23
Pacific Economic Review,2004,0.171,27,0.18
Revue Economique,2004,0.17,16,0.22
Australasian Marketing Journal,2004,0.169,24,0.29
Recherches economiques de Louvain,2004,0.166,7,0.07
Journal of Economics and Finance,2004,0.165,25,0.22
Journal of Bioeconomics,2004,0.162,21,0.22
Applied Mathematical Finance,2004,0.161,24,0.19
Managerial Finance,2004,0.161,31,0.13
Singapore Economic Review,2004,0.159,11,0.11
Japanese Economic Review,2004,0.159,22,0.22
Economics and Philosophy,2004,0.155,32,0.24
Economic Analysis and Policy,2004,0.154,18,0.28
Economie Internationale,2004,0.154,12,0.24
International Paperworld IPW,2004,0.153,6,0.04
Mondes En Developpement,2004,0.153,9,0.13
Revista de Historia Economica - Journal of Iberian and Latin American Economic History,2004,0.153,15,0.07
